  Time                  V(C6:2)               V(C7:1)              
  1.132422041321e-002  1.786439205197e-001  1.505643000762e-001  
  1.133672041321e-002  1.710378547879e-001  1.428599354355e-001  
  1.133828291321e-002  1.700119178799e-001  1.418320924909e-001  
  1.134140791321e-002  1.679109862179e-001  1.397343818325e-001  
  1.134765791321e-002  1.635157591541e-001  1.353740054063e-001  
  1.135220732117e-002  1.601574903354e-001  1.320650879118e-001  
  1.135693067932e-002  1.565323988962e-001  1.285128460029e-001  
  1.136637739563e-002  1.488719542669e-001  1.210652090584e-001  
  1.137887739563e-002  1.379343674968e-001  1.105481133697e-001  
  1.139137739563e-002  1.261463694832e-001  9.934204300167e-002  
  1.140387739563e-002  1.135806371538e-001  8.752132125497e-002  
  1.141373762512e-002  1.031705019281e-001  7.781468001990e-002  
  1.142431044006e-002  9.156932614527e-002  6.708153609978e-002  
  1.143681044006e-002  7.733653177182e-002  5.402767457499e-002  
  1.143837294006e-002  7.552207325543e-002  5.237218320117e-002  
  1.144149794006e-002  7.187149488169e-002  4.904727153885e-002  
  1.144774794006e-002  6.448863269532e-002  4.234657416495e-002  
  1.145233549500e-002  5.900561807863e-002  3.739031372504e-002  
  1.145708708191e-002  5.327492925519e-002  3.222838426889e-002  
  1.146626524353e-002  4.207562527237e-002  2.219397279527e-002  
  1.147876524353e-002  2.660528248762e-002  8.448576162232e-003  
  1.149126524353e-002  1.097090928918e-002  -5.304760284383e-003  
  1.150376524353e-002  -4.731103213219e-003  -1.897491726664e-002  
  1.151371092224e-002  -1.720834922896e-002  -2.973207934231e-002  
  1.152435545349e-002  -3.048664956185e-002  -4.107266859714e-002  
  1.153685545349e-002  -4.590111030968e-002  -5.409196204429e-002  
  1.153841795349e-002  -4.780995210532e-002  -5.569280923028e-002  
  1.154154295349e-002  -5.161362809450e-002  -5.887502400823e-002  
  1.154779295349e-002  -5.915982724600e-002  -6.515719767601e-002  
  1.155241560364e-002  -6.468313688872e-002  -6.972833175895e-002  
  1.155719389343e-002  -7.033500577656e-002  -7.438136143915e-002  
  1.156628355408e-002  -8.090728199074e-002  -8.301605628749e-002  
  1.157878355408e-002  -9.500838399353e-002  -9.438286892234e-002  
  1.159128355408e-002  -1.085237277155e-001  -1.051020249322e-001  
  1.160378355408e-002  -1.213699865683e-001  -1.151121945856e-001  
  1.161367430115e-002  -1.310081724331e-001  -1.224959513610e-001  
  1.162428068542e-002  -1.407807479418e-001  -1.298579960405e-001  
  1.163678068542e-002  -1.514925945041e-001  -1.377649435541e-001  
  1.163834318542e-002  -1.527671965253e-001  -1.386932263347e-001  
  1.164146818542e-002  -1.552721070770e-001  -1.405091239587e-001  
  1.164771818542e-002  -1.601014045079e-001  -1.439769614798e-001  
  1.165229353333e-002  -1.634806186140e-001  -1.463756870118e-001  
  1.165703825378e-002  -1.668422001403e-001  -1.487371053091e-001  
  1.166635374451e-002  -1.730081313093e-001  -1.529968704545e-001  
  1.167885374451e-002  -1.803474183642e-001  -1.579212117257e-001  
  1.169135374451e-002  -1.865748036132e-001  -1.619323205369e-001  
  1.170385374451e-002  -1.916518931555e-001  -1.650255391527e-001  
  1.171362852478e-002  -1.948001520238e-001  -1.668053930156e-001  
  1.172420744324e-002  -1.973794176013e-001  -1.680995929769e-001  
  1.173670744324e-002  -1.993028530743e-001  -1.687836816117e-001  
  1.173826994324e-002  -1.994570455905e-001  -1.688048378880e-001  
  1.174139494324e-002  -1.997077453588e-001  -1.688042619618e-001  
  1.174764494324e-002  -1.999781045149e-001  -1.686315608641e-001  
  1.175216307068e-002  -1.999815288272e-001  -1.683643421906e-001  
  1.175691084290e-002  -1.998114816898e-001  -1.679547006688e-001  
  1.176639570618e-002  -1.989396826320e-001  -1.667409277739e-001  
  1.177889570618e-002  -1.967127475006e-001  -1.643350875602e-001  
  1.179139570618e-002  -1.932730128672e-001  -1.610124086768e-001  
  1.180389570618e-002  -1.886416858397e-001  -1.567721397824e-001  
  1.181364607239e-002  -1.842199810382e-001  -1.528306898607e-001  
  1.182420515442e-002  -1.786525410669e-001  -1.479395821412e-001  
  1.183670515442e-002  -1.710477925835e-001  -1.413236732534e-001  
  1.183826765442e-002  -1.700220161862e-001  -1.404345277415e-001  
  1.184139265442e-002  -1.679214026102e-001  -1.386152865532e-001  
  1.184764265442e-002  -1.635267995502e-001  -1.348143877672e-001  
  1.185220808411e-002  -1.601569160988e-001  -1.319028289333e-001  
  1.185694898987e-002  -1.565180755354e-001  -1.287603991351e-001  
  1.186643080139e-002  -1.488271301427e-001  -1.221197912998e-001  
  1.187893080139e-002  -1.378857626990e-001  -1.126657288385e-001  
  1.189143080139e-002  -1.260942836766e-001  -1.024601387106e-001  
  1.190393080139e-002  -1.135253914648e-001  -9.155661913695e-002  
  1.191372541809e-002  -1.031836428916e-001  -8.256606372925e-002  
  1.192424940491e-002  -9.163750724864e-002  -7.250892231017e-002  
  1.193674940491e-002  -7.740725892210e-002  -6.008828599728e-002  
  1.193831190491e-002  -7.559308829436e-002  -5.850289823146e-002  
  1.194143690491e-002  -7.194306513707e-002  -5.531200791916e-002  
  1.194768690491e-002  -6.456123040510e-002  -4.885438710057e-002  
  1.195227293396e-002  -5.908073070072e-002  -4.405659871912e-002  
  1.195703367615e-002  -5.333961314096e-002  -3.902777490023e-002  
  1.196655516052e-002  -4.171938868177e-002  -2.884174472787e-002  
  1.197905516052e-002  -2.624415600939e-002  -1.526467568872e-002  
  1.199155516052e-002  -1.060711938814e-002  -1.538162669593e-003  
  1.200405516052e-002  5.095313651356e-003  1.224682144981e-002  
  1.201368040466e-002  1.717014161109e-002  2.284337146922e-002  
  1.202412962341e-002  3.020614891389e-002  3.427542564229e-002  
  1.203662962341e-002  4.562485276034e-002  4.778019872985e-002  
  1.203819212341e-002  4.753434535263e-002  4.945101389742e-002  
  1.204131712341e-002  5.133940256048e-002  5.277920167427e-002  
  1.204756712341e-002  5.888868073357e-002  5.937690657758e-002  
  1.205212492371e-002  6.433738122493e-002  6.413373272650e-002  
  1.205686811829e-002  6.995162796306e-002  6.903010885941e-002  
  1.206635450745e-002  8.098881512811e-002  7.863926312713e-002  
  1.207885450745e-002  9.508683438263e-002  9.087403409927e-002  
  1.209135450745e-002  1.085986116836e-001  1.025486962690e-001  
  1.210385450745e-002  1.214408424308e-001  1.135841652667e-001  
  1.211365522766e-002  1.309900610886e-001  1.217421942966e-001  
  1.212418379211e-002  1.406942364880e-001  1.299794543492e-001  
  1.213668379211e-002  1.514130721738e-001  1.389991942286e-001  
  1.213824629211e-002  1.526885832261e-001  1.400658003168e-001  
  1.214137129211e-002  1.551953344825e-001  1.421572119907e-001  
  1.214762129211e-002  1.600284013935e-001  1.461698780244e-001  
  1.215216993713e-002  1.633910972974e-001  1.489444152498e-001  
  1.215690016174e-002  1.667464441643e-001  1.516964661121e-001  
  1.216636061096e-002  1.730124601532e-001  1.567831670861e-001  
  1.217886061096e-002  1.803511482277e-001  1.626227818646e-001  
  1.219136061096e-002  1.865779115006e-001  1.674248934606e-001  
  1.220386061096e-002  1.916543599057e-001  1.711558914201e-001  
  1.221367201233e-002  1.948125249835e-001  1.733189674143e-001  
  1.222420973206e-002  1.973798816608e-001  1.748802269388e-001  
  1.223670973206e-002  1.993030929948e-001  1.757005165339e-001  
  1.223827223206e-002  1.994572573611e-001  1.757239767559e-001  
  1.224139723206e-002  1.997079007711e-001  1.757181467982e-001  
  1.224764723206e-002  1.999781470528e-001  1.754956295647e-001  
  1.225219587708e-002  1.999809642980e-001  1.751570378079e-001  
  1.225691999817e-002  1.998109819511e-001  1.746481991065e-001  
  1.226636824036e-002  1.989432289802e-001  1.731526082959e-001  
  1.227886824036e-002  1.967189765657e-001  1.702029667516e-001  
  1.229136824036e-002  1.932818862451e-001  1.661669794374e-001  
  1.230386824036e-002  1.886531488229e-001  1.610696293998e-001  
  1.231368116760e-002  1.842028065116e-001  1.563474026921e-001  
  1.232422041321e-002  1.786439205197e-001  1.505926223263e-001  
  1.233672041321e-002  1.710378547879e-001  1.428880860760e-001  
  1.233828291321e-002  1.700119178799e-001  1.418602215147e-001  
  1.234140791321e-002  1.679109862179e-001  1.397624675106e-001  
  1.234765791321e-002  1.635157591541e-001  1.354020039360e-001  
  1.235220732117e-002  1.601574903354e-001  1.320930226165e-001  
  1.235692991638e-002  1.565329956580e-001  1.285412972979e-001  
  1.236637510681e-002  1.488738749263e-001  1.210948009671e-001  
  1.237887510681e-002  1.379364502125e-001  1.105776579780e-001  
  1.239137510681e-002  1.261486014147e-001  9.937152415919e-002  
  1.240387510681e-002  1.135830045405e-001  8.755072180077e-002  
  1.241373686218e-002  1.031713232561e-001  7.784247846191e-002  
  1.242431120300e-002  9.156847379624e-002  6.710762384418e-002  
  1.243681120300e-002  7.733564761044e-002  5.405354524712e-002  
  1.243837370300e-002  7.552118549713e-002  5.239802683931e-002  
  1.244149870300e-002  7.187060018658e-002  4.907306117258e-002  
  1.244774870300e-002  6.448772516390e-002  4.237225602863e-002  
  1.245233625793e-002  5.900470201475e-002  3.741591667622e-002  
  1.245708860779e-002  5.327308105598e-002  3.225307473975e-002  
  1.246626371765e-002  4.207749983348e-002  2.222184754379e-002  
  1.247876371765e-002  2.660718292080e-002  8.476247325345e-003  
  1.249126371765e-002  1.097282387762e-002  -5.277309002308e-003  
  1.250376371765e-002  -4.729186273590e-003  -1.894770243839e-002  
  1.251371092224e-002  -1.720834922896e-002  -2.970670430794e-002  
  1.252435697937e-002  -3.048854462837e-002  -4.104910065677e-002  
  1.253685697937e-002  -4.590297660105e-002  -5.406858680170e-002  
  1.253841947937e-002  -4.781181398634e-002  -5.566945780428e-002  
  1.254154447937e-002  -5.161548061691e-002  -5.885172004622e-002  
  1.254779447937e-002  -5.916165891254e-002  -6.513398799418e-002  
  1.255241789246e-002  -6.468585851962e-002  -6.970594019178e-002  
  1.255719694519e-002  -7.033859574711e-002  -7.435976583305e-002  
  1.256628355408e-002  -8.090728199075e-002  -8.299169637361e-002  
  1.257878355408e-002  -9.500838399354e-002  -9.435876610762e-002  
  1.259128355408e-002  -1.085237277155e-001  -1.050781842362e-001  
  1.260378355408e-002  -1.213699865683e-001  -1.150886198860e-001  
  1.261367430115e-002  -1.310081724331e-001  -1.224725888132e-001  
  1.262428068542e-002  -1.407807479419e-001  -1.298348613203e-001  
  1.263678068542e-002  -1.514925945041e-001  -1.377420755882e-001  
  1.263834318542e-002  -1.527671965253e-001  -1.386703914383e-001  
  1.264146818542e-002  -1.552721070770e-001  -1.404863549383e-001  
  1.264771818542e-002  -1.601014045079e-001  -1.439543229768e-001  
  1.265229353333e-002  -1.634806186140e-001  -1.463531427810e-001  
  1.265703825378e-002  -1.668422001403e-001  -1.487146574665e-001  
  1.266635221863e-002  -1.730071693003e-001  -1.529739501879e-001  
  1.267885221863e-002  -1.803465894600e-001  -1.578986370277e-001  
  1.269135221863e-002  -1.865741129244e-001  -1.619100732699e-001  
  1.270385221863e-002  -1.916513449404e-001  -1.650035965631e-001  
  1.271362699890e-002  -1.947997176208e-001  -1.667836704045e-001  
  1.272420744324e-002  -1.973794176013e-001  -1.680782280605e-001  
  1.273670744324e-002  -1.993028530743e-001  -1.687624350391e-001  
  1.273826994324e-002  -1.994570455905e-001  -1.687836039616e-001  
  1.274139494324e-002  -1.997077453588e-001  -1.687830519023e-001  
  1.274764494324e-002  -1.999781045149e-001  -1.686103928568e-001  
  1.275216307068e-002  -1.999815288272e-001  -1.683431999448e-001  
  1.275691084290e-002  -1.998114816898e-001  -1.679335813875e-001  
  1.276639418030e-002  -1.989398798068e-001  -1.667200799230e-001  
  1.277889418030e-002  -1.967130937134e-001  -1.643143735411e-001  
  1.279139418030e-002  -1.932735059836e-001  -1.609918062939e-001  
  1.280389418030e-002  -1.886423228194e-001  -1.567516309297e-001  
  1.281364607239e-002  -1.842199810382e-001  -1.528095841729e-001  
  1.282420668030e-002  -1.786516790861e-001  -1.479176913951e-001  
  1.283670668030e-002  -1.710467988746e-001  -1.413016314948e-001  
  1.283826918030e-002  -1.700210064259e-001  -1.404124670996e-001  
  1.284139418030e-002  -1.679203610404e-001  -1.385931882434e-001  
  1.284764418030e-002  -1.635256955782e-001  -1.347922147573e-001  
  1.285220960999e-002  -1.601557676144e-001  -1.318806021503e-001  
  1.285694975281e-002  -1.565174786838e-001  -1.287386328082e-001  
  1.286643003845e-002  -1.488277706053e-001  -1.220990626600e-001  
  1.287893003845e-002  -1.378864571626e-001  -1.126450120876e-001  
  1.289143003845e-002  -1.260950278596e-001  -1.024394378607e-001  
  1.290393003845e-002  -1.135261807789e-001  -9.153593884685e-002  
  1.291372465515e-002  -1.031844641816e-001  -8.254540296285e-002  
  1.292424864197e-002  -9.163835942716e-002  -7.248828578622e-002  
  1.293674864197e-002  -7.740814293945e-002  -6.006768236769e-002  
  1.293831114197e-002  -7.559397591200e-002  -5.848229899761e-002  
  1.294143614197e-002  -7.194395969832e-002  -5.529141767421e-002  
  1.294768614197e-002  -6.456213781640e-002  -4.883381553686e-002  
  1.295227217102e-002  -5.908164665198e-002  -4.403604143317e-002  
  1.295703291321e-002  -5.334053715297e-002  -3.900723289056e-002  
  1.296655439758e-002  -4.172032632866e-002  -2.882123449810e-002  
  1.297905439758e-002  -2.624510645703e-002  -1.524420926006e-002  
  1.299155439758e-002  -1.060807677670e-002  -1.517741840638e-003  
  1.300405439758e-002  5.094355224502e-003  1.226719555939e-002  
  1.301367964172e-002  1.716918641255e-002  2.286370920285e-002  
  1.302412886047e-002  3.020520117318e-002  3.429572379725e-002  
  1.303662886047e-002  4.562391930181e-002  4.780044978551e-002  
  1.303819136047e-002  4.753341408622e-002  4.947125910344e-002  
  1.304131636047e-002  5.133847594737e-002  5.279943521421e-002  
  1.304756636047e-002  5.888776449681e-002  5.939711693478e-002  
  1.305212416077e-002  6.433647344687e-002  6.415392632347e-002  
  1.305686735535e-002  6.995072977813e-002  6.905028515969e-002  
  1.306635374451e-002  8.098793851330e-002  7.865940533203e-002  
  1.307885374451e-002  9.508599093055e-002  9.089413251588e-002  
  1.309135374451e-002  1.085978065944e-001  1.025687523208e-001  
  1.310385374451e-002  1.214400806682e-001  1.136041804545e-001  
  1.311365446472e-002  1.309893365957e-001  1.217621785051e-001  
  1.312418302917e-002  1.406935550885e-001  1.299994062935e-001  
  1.313668302917e-002  1.514124457910e-001  1.390191091628e-001  
  1.313824552917e-002  1.526879639992e-001  1.400857107179e-001  
  1.314137052917e-002  1.551947297456e-001  1.421771133846e-001  
  1.314762052917e-002  1.600278263305e-001  1.461897616292e-001  
  1.315216917419e-002  1.633905443906e-001  1.489642860868e-001  
  1.315689939880e-002  1.667459147770e-001  1.517163238192e-001  
  1.316635984802e-002  1.730119791864e-001  1.568029989369e-001  
  1.317885984802e-002  1.803507338150e-001  1.626425802215e-001  
  1.319135984802e-002  1.865775661970e-001  1.674446588336e-001  
  1.320385984802e-002  1.916540858399e-001  1.711756240097e-001  
  1.321367124939e-002  1.948123080394e-001  1.733386741968e-001  
  1.322420896912e-002  1.973797269789e-001  1.748999057142e-001  
  1.323670896912e-002  1.993030130259e-001  1.757201613965e-001  
  1.323827146912e-002  1.994571867755e-001  1.757436173086e-001  
  1.324139646912e-002  1.997078489716e-001  1.757377786760e-001  
  1.324764646912e-002  1.999781328781e-001  1.755152438471e-001  
  1.325219511414e-002  1.999809775231e-001  1.751766390558e-001  
  1.325691923523e-002  1.998110236212e-001  1.746677865891e-001  
  1.326636747742e-002  1.989433274053e-001  1.731721674623e-001  
  1.327886747742e-002  1.967191495117e-001  1.702224865799e-001  
  1.329136747742e-002  1.932821326456e-001  1.661864574028e-001  
  1.330386747742e-002  1.886534671589e-001  1.610890625384e-001  
  1.331368040466e-002  1.842031799662e-001  1.563667982879e-001  
  1.332421965027e-002  1.786443515860e-001  1.506119750323e-001  
  1.333671965027e-002  1.710383517150e-001  1.429073841255e-001  
  1.333828215027e-002  1.700124228324e-001  1.418795124234e-001  
  1.334140715027e-002  1.679115070742e-001  1.397817439235e-001  
  1.334765715027e-002  1.635163112096e-001  1.354212504753e-001  
  1.335220655823e-002  1.601580645684e-001  1.321122466477e-001  
  1.335692991638e-002  1.565329956580e-001  1.285599140469e-001  
  1.336637663269e-002  1.488725944901e-001  1.211120923733e-001  
  1.337887663269e-002  1.379350617385e-001  1.105947450424e-001  
  1.339137663269e-002  1.261471134633e-001  9.938841432241e-002  
  1.340387663269e-002  1.135814262853e-001  8.756742293860e-002  
  1.341373838806e-002  1.031696805978e-001  7.785903627162e-002  
  1.342431120300e-002  9.156847379623e-002  6.712560472964e-002  
  1.343681120300e-002  7.733564761043e-002  5.407140284832e-002  
  1.343837370300e-002  7.552118549713e-002  5.241586889310e-002  
  1.344149870300e-002  7.187060018658e-002  4.909087203762e-002  
  1.344774870300e-002  6.448772516389e-002  4.239000412915e-002  
  1.345233702087e-002  5.900378594951e-002  3.743279172603e-002  
  1.345708937073e-002  5.327215695454e-002  3.226989714566e-002  
  1.346626448059e-002  4.207656255340e-002  2.223856965397e-002  
  1.347876448059e-002  2.660623270450e-002  8.492835561259e-003  
  1.349126448059e-002  1.097186658352e-002  -5.260851592868e-003  
  1.350376448059e-002  -4.730144743466e-003  -1.893137301370e-002  
  1.351371168518e-002  -1.720930441131e-002  -2.969047485211e-002  
  1.352435774231e-002  -3.048949216058e-002  -4.103297650241e-002  
  1.353685774231e-002  -4.590390974516e-002  -5.405258426983e-002  
  1.353842024231e-002  -4.781274492521e-002  -5.565347033358e-002  
  1.354154524231e-002  -5.161640687634e-002  -5.883576260847e-002  
  1.354779524231e-002  -5.916257474376e-002  -6.511809027870e-002  
  1.355241865540e-002  -6.468676572696e-002  -6.969008637132e-002  
  1.355719770813e-002  -7.033949323571e-002  -7.434395714299e-002  
  1.356628279114e-002  -8.090640520295e-002  -8.297454829545e-002  
  1.357878279114e-002  -9.500754033833e-002  -9.434180899318e-002  
  1.359128279114e-002  -1.085229223943e-001  -1.050614242648e-001  
  1.360378279114e-002  -1.213692245462e-001  -1.150720621858e-001  
  1.361367353821e-002  -1.310074480155e-001  -1.224561939092e-001  
  1.362428144836e-002  -1.407814289274e-001  -1.298196594107e-001  
  1.363678144836e-002  -1.514932204414e-001  -1.377269785953e-001  
  1.363834394836e-002  -1.527678153030e-001  -1.386553072576e-001  
  1.364146894836e-002  -1.552727113573e-001  -1.404712961508e-001  
  1.364771894836e-002  -1.601019791002e-001  -1.439393139769e-001  
  1.365229505920e-002  -1.634817231994e-001  -1.463385593875e-001  
  1.365703977966e-002  -1.668432575159e-001  -1.487000892555e-001  
  1.366635221863e-002  -1.730071693003e-001  -1.529587515245e-001  
  1.367885221863e-002  -1.803465894600e-001  -1.578835766931e-001  
  1.369135221863e-002  -1.865741129244e-001  -1.618951411017e-001  
  1.370385221863e-002  -1.916513449404e-001  -1.649887802835e-001  
  1.371362699890e-002  -1.947997176208e-001  -1.667689350730e-001  
  1.372420744324e-002  -1.973794176013e-001  -1.680635699553e-001  
  1.373670744324e-002  -1.993028530743e-001  -1.687478536508e-001  
  1.373826994324e-002  -1.994570455905e-001  -1.687690310424e-001  
  1.374139494324e-002  -1.997077453588e-001  -1.687684951800e-001  
  1.374764494324e-002  -1.999781045149e-001  -1.685958655767e-001  
  1.375216307068e-002  -1.999815288272e-001  -1.683286915448e-001  
  1.375691084290e-002  -1.998114816898e-001  -1.679190907047e-001  
  1.376639265442e-002  -1.989400769633e-001  -1.667058560167e-001  
  1.377889265442e-002  -1.967134399082e-001  -1.643002884220e-001  
  1.379139265442e-002  -1.932739990823e-001  -1.609778486881e-001  
  1.380389265442e-002  -1.886429597819e-001  -1.567377915930e-001  
  1.381364454651e-002  -1.842207275536e-001  -1.527958320019e-001  
  1.382420515442e-002  -1.786525410669e-001  -1.479040296556e-001  
  1.383670515442e-002  -1.710477925834e-001  -1.412880727052e-001  
  1.383826765442e-002  -1.700220161862e-001  -1.403989209238e-001  
  1.384139265442e-002  -1.679214026102e-001  -1.385796671481e-001  
  1.384764265442e-002  -1.635267995502e-001  -1.347787432721e-001  
  1.385220808411e-002  -1.601569160988e-001  -1.318671664834e-001  
  1.385694898987e-002  -1.565180755354e-001  -1.287247186343e-001  
  1.386643080139e-002  -1.488271301426e-001  -1.220840773795e-001  
  1.387893080139e-002  -1.378857626990e-001  -1.126299784192e-001  
  1.389143080139e-002  -1.260942836766e-001  -1.024243627188e-001  
  1.390393080139e-002  -1.135253914648e-001  -9.152083018554e-002  
  1.391372541809e-002  -1.031836428916e-001  -8.253027406826e-002  
  1.392424940491e-002  -9.163750724863e-002  -7.247314135990e-002  
  1.393674940491e-002  -7.740725892209e-002  -6.005252809595e-002  
  1.393831190491e-002  -7.559308829434e-002  -5.846714415962e-002  
  1.394143690491e-002  -7.194306513705e-002  -5.527626215589e-002  
  1.394768690491e-002  -6.456123040509e-002  -4.881866044824e-002  
  1.395227217102e-002  -5.908164665198e-002  -4.402169025802e-002  
  1.395703215027e-002  -5.334146116375e-002  -3.899370206584e-002  
  1.396655210876e-002  -4.172313926361e-002  -2.880938421842e-002  
  1.397905210876e-002  -2.624795779634e-002  -1.523242878766e-002  
  1.399155210876e-002  -1.061094894092e-002  -1.506018309875e-003  
  1.400405210876e-002  5.091479943216e-003  1.227887557446e-002  
  1.401367887878e-002  1.716823121363e-002  2.287704112831e-002  
  1.402412962341e-002  3.020614891390e-002  3.431068575296e-002  
  1.403662962341e-002  4.562485276036e-002  4.781534916774e-002  
  1.403819212341e-002  4.753434535264e-002  4.948615010307e-002  
  1.404131712341e-002  5.133940256049e-002  5.281430908247e-002  
  1.404756712341e-002  5.888868073359e-002  5.941195509575e-002  
  1.405212416077e-002  6.433647344687e-002  6.416794512456e-002  
  1.405686735535e-002  6.995072977813e-002  6.906428379545e-002  
  1.406635374451e-002  8.098793851330e-002  7.867336278231e-002  
  1.407885374451e-002  9.508599093055e-002  9.090803408224e-002  
  1.409135374451e-002  1.085978065944e-001  1.025825963316e-001  
  1.410385374451e-002  1.214400806682e-001  1.136179654141e-001  
  1.411365599060e-002  1.309907855785e-001  1.217771505707e-001  
  1.412418455505e-002  1.406949178843e-001  1.300142450190e-001  
  1.413668455505e-002  1.514136985531e-001  1.390337815158e-001  
  1.413824705505e-002  1.526892024496e-001  1.401003616960e-001  
  1.414137205505e-002  1.551959392158e-001  1.421917212451e-001  
  1.414762205505e-002  1.600289764529e-001  1.462042818303e-001  
  1.415217070007e-002  1.633916502004e-001  1.489787413471e-001  
  1.415690016174e-002  1.667464441643e-001  1.517302777930e-001  
  1.416635908508e-002  1.730114982157e-001  1.568160837307e-001  
  1.417885908508e-002  1.803503193982e-001  1.626556619940e-001  
  1.419135908508e-002  1.865772208890e-001  1.674577390222e-001  
  1.420385908508e-002  1.916538117698e-001  1.711887036953e-001  
  1.421367201233e-002  1.948125249836e-001  1.733520375926e-001  
  1.422420973206e-002  1.973798816608e-001  1.749131547327e-001  
  1.423670973206e-002  1.993030929948e-001  1.757332737908e-001  
  1.423827223206e-002  1.994572573611e-001  1.757567125753e-001  
  1.424139723206e-002  1.997079007711e-001  1.757508537595e-001  
  1.424764723206e-002  1.999781470528e-001  1.755282793339e-001  
  1.425220503235e-002  1.999808052385e-001  1.751887975055e-001  
  1.425693907166e-002  1.998099387052e-001  1.746783460825e-001  
  1.426640715027e-002  1.989382032383e-001  1.731775301664e-001  
  1.427890715027e-002  1.967101503277e-001  1.702242931926e-001  
  1.429140715027e-002  1.932693139276e-001  1.661847818855e-001  
  1.430390715027e-002  1.886369079385e-001  1.610840014016e-001  
  1.431370176697e-002  1.841927216397e-001  1.563685533621e-001  
  1.432422422791e-002  1.786417651263e-001  1.506219777437e-001  
  1.433672422791e-002  1.710353700933e-001  1.429169739894e-001  
  1.433828672791e-002  1.700093930592e-001  1.418890520113e-001  
  1.434141172791e-002  1.679083818787e-001  1.397911838942e-001  
  1.434766172791e-002  1.635129988202e-001  1.354304950635e-001  
  1.435221113586e-002  1.601546191154e-001  1.321213523710e-001  
  1.435693449402e-002  1.565294150336e-001  1.285688787072e-001  
  1.436638121033e-002  1.488687530996e-001  1.211207848307e-001  
  1.437888121033e-002  1.379308962405e-001  1.106030988456e-001  
  1.439138121033e-002  1.261426495394e-001  9.939645557710e-002  
  1.440388121033e-002  1.135766914572e-001  8.757517934399e-002  
  1.441373991394e-002  1.031680379299e-001  7.786964008153e-002  
  1.442431120300e-002  9.156847379623e-002  6.713767119433e-002  
  1.443681120300e-002  7.733564761042e-002  5.408339394574e-002  
  1.443837370300e-002  7.552118549712e-002  5.242785052594e-002  
  1.444149870300e-002  7.187060018657e-002  4.910283471122e-002  
  1.444774870300e-002  6.448772516389e-002  4.240192876042e-002  
  1.445233625793e-002  5.900470201474e-002  3.744551497078e-002  
  1.445708784485e-002  5.327400515618e-002  3.228342642818e-002  
  1.446626448059e-002  4.207656255339e-002  2.225038056818e-002  
  1.447876448059e-002  2.660623270450e-002  8.504568782934e-003  
  1.449126448059e-002  1.097186658351e-002  -5.249196875482e-003  
  1.450376448059e-002  -4.730144743476e-003  -1.891979764679e-002  
  1.451371168518e-002  -1.720930441132e-002  -2.967896326239e-002  
  1.452435621643e-002  -3.048759709548e-002  -4.101992333727e-002  
  1.453685621643e-002  -4.590204345591e-002  -5.403965681208e-002  
  1.453841871643e-002  -4.781088304639e-002  -5.564055936567e-002  
  1.454154371643e-002  -5.161455435631e-002  -5.882288512668e-002  
  1.454779371643e-002  -5.916074307997e-002  -6.510528176400e-002  
  1.455241636658e-002  -6.468404410052e-002  -6.967658162051e-002  
  1.455719541931e-002  -7.033680076509e-002  -7.433052033049e-002  
  1.456628202820e-002  -8.090552841328e-002  -8.296267094402e-002  
  1.457878202820e-002  -9.500669668095e-002  -9.433005365006e-002  
  1.459128202820e-002  -1.085221170706e-001  -1.050497953040e-001  
  1.460378202820e-002  -1.213684625213e-001  -1.150605632633e-001  
  1.461367277527e-002  -1.310067235948e-001  -1.224447999111e-001  
  1.462428068542e-002  -1.407807479419e-001  -1.298083793472e-001  
  1.463678068542e-002  -1.514925945041e-001  -1.377158337655e-001  
  1.463834318542e-002  -1.527671965253e-001  -1.386441793517e-001  
  1.464146818542e-002  -1.552721070770e-001  -1.404602020816e-001  
  1.464771818542e-002  -1.601014045079e-001  -1.439282874653e-001  
  1.465229353333e-002  -1.634806186140e-001  -1.463271920630e-001  
  1.465703825378e-002  -1.668422001404e-001  -1.486887935203e-001  
  1.466635221863e-002  -1.730071693003e-001  -1.529482525273e-001  
  1.467885221863e-002  -1.803465894600e-001  -1.578731521855e-001  
  1.469135221863e-002  -1.865741129244e-001  -1.618847866371e-001  
  1.470385221863e-002  -1.916513449404e-001  -1.649784906734e-001  
  1.471362699890e-002  -1.947997176208e-001  -1.667586921879e-001  
  1.472420744324e-002  -1.973794176013e-001  -1.680533734465e-001  
  1.473670744324e-002  -1.993028530743e-001  -1.687377061742e-001  
  1.473826994324e-002  -1.994570455905e-001  -1.687588892566e-001  
  1.474139494324e-002  -1.997077453588e-001  -1.687583644881e-001  
  1.474764494324e-002  -1.999781045149e-001  -1.685857559362e-001  
  1.475216307068e-002  -1.999815288272e-001  -1.683185962032e-001  
  1.475691084290e-002  -1.998114816898e-001  -1.679090095850e-001  
  1.476639418030e-002  -1.989398798068e-001  -1.666955633710e-001  
  1.477889418030e-002  -1.967130937134e-001  -1.642899138972e-001  
  1.479139418030e-002  -1.932735059836e-001  -1.609673881696e-001  
  1.480389418030e-002  -1.886423228194e-001  -1.567272422038e-001  
  1.481364607239e-002  -1.842199810382e-001  -1.527852122328e-001  
  1.482420668030e-002  -1.786516790861e-001  -1.478933335928e-001  
  1.483670668030e-002  -1.710467988746e-001  -1.412772875897e-001  
